hh,WDIR,WSPD,GST,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,WVHT
1,81,6.3,7.1,2.74,2.59,92,1012.3,11.8,6.9,10.1,0.33
2,96,6.3,7.6,2.86,2.72,101,1012.4,11.2,6.8,8.9,0.37
3,90,9,11.4,3.13,2.98,106,1009.9,12.6,6.7,9.3,0.54
4,149,8.8,16.8,3.45,3.14,101,1011.5,13.5,6.7,8.6,0.51
5,119,7.9,9.4,3.85,3.43,111,1010.6,10.7,6.7,9.1,0.54
6,161,5.6,6.7,4.35,3.51,159,1009,10.9,6.6,9,0.69
7,204,1.7,3.4,4,3.63,116,1010.1,9.6,6.6,8.5,0.69
8,43,3.8,4.3,4,3.45,145,1010.5,8.4,6.6,7.9,0.53
9,69,4.2,5.7,4.17,3.43,131,1010.8,9.3,6.6,8.3,0.44
10,109,5,5.6,3.7,3.25,115,1010.8,10.3,6.6,9.2,0.4
11,122,4,4.7,3.13,3.11,133,1010.7,9.9,6.6,9.1,0.34
12,193,2,2.3,3.85,3.13,122,1010.9,9.4,6.6,8.8,0.31
13,230,2.5,2.7,3.33,3.02,147,1010.8,10.4,6.7,9.6,0.28
14,160,4.5,5.2,3.03,2.99,139,1010.7,10.1,6.8,9.4,0.26
15,154,3.9,4.2,3.23,2.98,126,1010.5,9.5,6.9,9.1,0.27
17,161,6.3,7,3.03,2.84,135,1009,11.8,6.9,10.9,0.35
18,157,6.5,7.1,3.33,2.97,142,1008.1,12,7,10.9,0.44
19,161,7,8,3.33,2.93,145,1007.2,12.6,7,11,0.37
20,152,5.8,6.3,3.33,2.91,145,1006.8,12.6,7,10.9,0.42
21,162,6.7,7.5,3.03,2.87,147,1006,13.1,7,10.1,0.37
22,178,7.5,8.3,3.13,2.88,141,1005.8,13.1,7.1,8.8,0.36
23,185,8,9.3,2.94,2.91,147,1005.1,13.5,7.1,8.6,0.41
0,191,7.6,8.3,3.57,3.16,156,1005,12.4,7,8.4,0.55
1,187,7.6,8.4,3.45,3.22,150,1004.8,12.9,7,8.8,0.6
2,185,7,7.8,3.7,3.27,162,1005.2,12.7,6.9,9.3,0.57
3,189,6.6,7.1,3.85,3.37,153,1005.7,12,6.9,9.2,0.59
4,165,6.6,7.2,3.85,3.41,155,1005.2,11.6,6.9,9.4,0.61
5,166,6.2,6.8,4.35,3.68,157,1005.8,11.1,6.8,9.3,0.63
6,167,5.8,6.6,4.35,3.61,156,1005.7,10.7,6.8,9.2,0.61
7,174,7.1,8.1,4.35,3.43,155,1005.5,11.6,6.7,9.9,0.56
8,168,6.2,6.8,4,3.34,158,1006.1,10.2,6.7,9.2,0.51
9,179,7.8,8.6,3.85,3.43,157,1006.1,11.3,6.7,10.1,0.54
10,182,7.6,8.6,4.17,3.29,157,1005.9,10.7,6.7,9.9,0.56
11,185,7.9,9,3.85,3.27,153,1006.4,11.7,6.7,10.5,0.59
12,177,7.5,8.5,4,3.27,160,1006.7,11.5,6.8,10.5,0.56
13,166,8.1,9,3.85,3.39,157,1006.7,11,6.8,10.1,0.7
14,160,7.2,8.1,3.85,3.39,157,1006,11.4,6.8,10.6,0.66
15,158,7.8,8.5,3.7,3.23,155,1005.9,11.9,6.9,10.8,0.67
16,169,6.4,7,3.7,3.41,148,1006.1,11.9,6.9,10.5,0.64
17,154,6.1,6.8,4,3.42,145,1005.7,11.9,7,10.3,0.6
18,157,7.1,8,3.85,3.45,147,1004.9,12.6,7,10.4,0.56
19,178,7.7,8.9,4,3.21,159,1004.5,12.9,7.1,10.3,0.52
20,137,6.6,7.2,3.7,3.27,154,1003.2,12.5,7,9.9,0.52
21,157,7.1,7.9,3.45,3.18,145,1003,13.2,7,9.7,0.52
22,161,8.4,9.3,3.85,3.34,156,1002.6,13.2,7,9.2,0.65
23,172,8.4,9.5,3.85,3.38,156,1001.9,13.2,7,9.1,0.65
0,180,10,11.4,4,3.56,151,1002,13.9,6.9,9.6,0.79
1,180,8.9,10,4.76,3.99,155,1002.7,13.2,6.9,9.5,1.11
2,168,8.5,9.7,5,4.17,158,1002.9,12.5,6.9,9.6,1.11
3,154,8,9,5,4.06,157,1002.5,12.1,6.9,9.7,1.08
4,181,9,10.2,5,3.93,155,1002.7,12.8,6.9,10.4,1.07
5,226,10.5,14,5.26,4.03,158,1003.4,12.8,6.9,11.1,1.13
6,197,8.6,9.5,5.56,4.3,154,1003.5,12.3,6.9,11.5,1.33
7,198,7.2,8.3,5,4.24,157,1003.1,11,6.8,10.5,1.16
8,181,8.6,9.6,5,4.03,159,1002.8,11.7,6.8,10.4,0.94
9,181,8.8,10,5.26,4.17,158,1002.7,11.8,6.8,11.2,1.06
10,180,8.3,9.4,5.26,4.12,157,1002.8,11.4,6.8,11.1,1.11
11,188,8.7,10.2,4.76,4.03,155,1003.1,11.8,6.8,11.4,1.06
12,200,8.8,9.7,4.55,3.97,154,1003.7,12,6.9,11.4,1.03
13,216,7.7,9.3,5,3.91,160,1004.8,11.6,6.9,10.4,0.96
14,258,7.8,8.8,4.76,3.84,172,1005.7,12.3,7,9.6,0.87
15,253,5.5,6.3,4.55,3.78,176,1007,11.5,7,9.3,0.68
17,240,5.4,5.9,4.35,3.72,175,1008.4,11.3,7.1,9.3,0.7
18,257,5.3,5.7,5,4.19,201,1008.8,11.7,7.1,9.3,0.85
19,254,4.7,5.1,5,4.24,194,1009.5,11.5,7.2,9.3,0.83
20,257,4.1,4.4,5.26,4.11,183,1010.4,11,7.3,9,0.73
21,278,5.4,6.1,4.76,3.89,206,1011.1,12.7,7.4,9.6,0.6
22,16,6.9,8.3,4.55,3.7,236,1012.8,9.6,7.3,8.8,0.54
23,19,8.3,9.8,4,3.18,245,1013.6,8.8,7.2,7.7,0.5
0,20,9.8,11.7,3.23,3.16,15,1014.3,7.9,7,6.4,0.64
1,23,10.2,12.3,3.85,3.56,23,1014.8,7.6,6.9,5.6,0.93
2,21,10.9,13,4.76,4.08,32,1016.7,7.3,6.8,4.9,1.21
3,21,11.6,14,5,4.43,30,1017.8,7.2,6.7,3.5,1.58
4,24,11.2,13.4,5.88,4.68,38,1018.2,6.7,6.7,3.8,1.6
5,20,11.4,14.4,5.56,4.63,31,1018.7,6,6.6,2.6,1.68
6,18,9.7,11.5,6.25,4.83,27,1019.2,5.2,6.5,3.2,1.76
7,17,10.4,12.5,5.88,4.82,36,1019.2,4.8,6.5,2.9,1.66
8,14,10.8,12.6,6.25,4.96,33,1019.3,4.8,6.4,3.4,1.75
9,19,9.4,11.3,6.67,5,29,1019.7,4.9,6.4,3.7,1.93
10,31,8.2,10,6.67,5.19,24,1020.6,5.3,6.4,4,1.83
11,25,9.3,11.2,6.67,4.97,17,1020.1,4.9,6.4,3.4,1.63
12,33,7.5,8.8,6.25,4.89,7,1020.9,5.1,6.4,3.7,1.4
13,34,8,10.2,6.25,4.81,8,1020.9,5.5,6.4,3.6,1.39
14,33,7.7,9.2,6.67,4.82,2,1020.8,5.8,6.5,3.7,1.37
15,35,6.1,7.2,6.67,4.77,8,1021.9,6,6.5,3.8,1.34
16,44,7.1,8.3,6.67,4.84,1,1021.4,6.2,6.5,4.5,1.34
18,5,7.3,8.7,6.25,4.38,17,1020.8,6.3,6.5,5.3,1.19
19,2,10.2,12.3,6.25,4.26,19,1020.9,5.8,6.5,4.9,1.16
20,15,10.3,12.7,5.88,4.41,10,1020.4,5.8,6.5,4.6,1.36
21,16,7.9,9.3,6.25,4.61,16,1021.1,6.1,6.5,4.8,1.52
22,15,5.7,6.5,6.25,4.88,9,1021.7,6.3,6.5,5.3,1.51
23,16,5.7,6.5,6.67,4.94,7,1021.9,6.7,6.5,5.8,1.39
0,18,5,6,6.67,5,6,1022.2,6.9,6.5,6.1,1.42
1,26,4.4,5.3,6.67,5.14,6,1022.3,7.1,6.5,6.2,1.36
2,36,3.6,4.1,6.67,5.3,2,1022.7,7.6,6.5,6.4,1.28
3,41,5,6.1,7.14,5.28,360,1022.7,7.8,6.5,5.6,1.21
4,35,5.2,6,6.67,5.01,2,1022.7,8,6.5,2.7,1.14
5,37,6.5,7.7,6.67,4.61,4,1022.7,8,6.5,1.6,1.06
6,44,7,8.2,6.67,4.31,359,1022.9,7.9,6.5,2.1,0.93
7,50,6.4,7.5,6.25,4.14,1,1022,7.6,6.6,3.3,0.95
8,52,6.1,7.1,4,4.04,25,1021.4,7.4,6.6,4.3,0.86
9,53,6.4,7.3,5.88,3.95,355,1020.8,7.7,6.6,4.5,0.86
10,58,7.5,8.9,3.85,3.71,51,1020.9,8,6.6,3.8,0.84
11,60,7.1,8.6,4.35,3.76,25,1021,8,6.6,4.1,0.82
12,64,7.8,9.2,4.17,3.87,56,1020.8,7.9,6.6,4.2,0.88
13,48,6.9,8.5,4.17,3.82,52,1020.4,8.1,6.6,4.5,0.93
14,59,7.1,8.6,4.76,3.77,31,1019.8,8.1,6.6,5.1,0.85
15,61,7,8.2,4.35,3.67,56,1019,8.4,6.7,5.7,0.82
16,125,4.1,5.5,4.17,3.71,48,1020.5,8.6,6.7,6.5,0.76
17,64,8.5,9.3,4,3.46,42,1017.6,8.7,6.7,8.1,0.57
18,62,8.6,10.1,3.57,3.3,69,1016.5,8.9,6.7,8.4,0.7
19,55,7.5,8.5,3.57,3.32,68,1015.5,8.8,6.7,8.4,0.71
20,59,5.8,6.9,4,3.65,79,1015.1,8.6,6.7,8.3,0.78
21,73,6.6,8.3,4.17,3.75,76,1014.7,10.1,6.7,9.4,0.79
22,71,5.3,6.1,4.76,3.84,80,1014.7,9.9,6.7,9.5,0.8
23,73,5.5,6.2,5,4.12,93,1014.1,9.5,6.8,9.5,0.94
0,84,6.5,7.8,4.55,3.97,84,1014.1,10.7,6.8,10.4,0.79
1,83,5.9,6.6,4.55,3.7,74,1014,9.7,6.8,9.7,0.74
2,82,5.6,6.3,4.35,3.62,68,1014,10.3,6.8,10.3,0.66
3,86,5.7,6.4,3.85,3.6,89,1013.6,9.9,6.8,9.9,0.61
6,89,4.1,5,3.7,3.56,108,1012.4,8.9,6.8,8.9,0.46
7,110,3.8,4.5,3.7,3.71,96,1011.8,9.1,6.8,9.1,0.47
8,97,3.6,3.9,5.26,3.81,336,1010.7,9.2,6.8,9.2,0.44
9,122,3.2,3.5,3.45,3.79,107,1011,8.9,6.8,8.9,0.43
10,141,4.8,6.5,5.56,3.8,328,1010.9,11.1,6.8,11.1,0.4
11,169,3.1,3.6,4.76,3.68,321,1011.3,9.4,6.8,9.4,0.38
12,223,4,4.4,4.76,3.59,339,1011.8,9.8,6.8,9.8,0.35
13,229,4.5,5.3,4.55,3.41,336,1012.4,9,6.8,9,0.34
14,241,4.2,4.6,5.26,3.4,341,1012.6,9.3,6.9,8.2,0.35
15,201,3.8,4.6,5.26,3.37,333,1012.7,9.4,7,8.3,0.33
17,210,4.4,5.4,2.6,3.1,178,1013.2,9.3,7.2,7.6,0.27
20,259,5.2,5.9,2.6,2.93,211,1013.7,9.6,7.3,7.2,0.29
21,274,6,7,2.74,2.92,222,1013.9,9.5,7.2,7.1,0.38
22,260,5.1,5.8,3.03,3.04,234,1014.2,9,7.1,7.1,0.39
23,272,6.2,7.3,3.45,3.13,239,1014.3,8.9,7.1,7.4,0.46
0,266,6.4,7.3,3.7,3.16,222,1014.6,8.9,7.1,6.9,0.5
1,259,6.2,7.5,3.57,3.32,227,1014.9,8.5,7,6.2,0.61
2,257,6.4,7.7,4,3.36,210,1015.4,8.4,7,6.2,0.59
3,252,7.6,8.6,4,3.5,208,1015.7,8.4,6.9,6.2,0.73
4,242,6.4,7.5,4,3.53,211,1015.5,8.2,6.9,6.3,0.68
5,250,6.6,7.6,4.35,3.68,196,1014.9,8.3,6.9,6.3,0.68
6,246,6.5,7.4,4.17,3.45,203,1014.7,8.2,6.9,6.5,0.64
7,248,6.4,7.2,3.85,3.41,206,1014.5,8.1,6.8,6.5,0.65
8,246,6.8,7.7,4,3.39,202,1014.7,8.3,6.8,6.5,0.59
9,254,6.8,7.9,4,3.46,206,1014.6,8.3,6.8,6.5,0.61
10,262,6.1,7.1,4.35,3.47,201,1015.2,8.2,6.8,6.1,0.69
11,259,7.1,8.2,4.35,3.74,210,1015.5,8.2,6.8,5.8,0.85
12,241,6.7,7.6,4.35,3.59,191,1016.3,8.1,6.8,6.2,0.71
13,227,6.8,7.6,4.17,3.53,188,1016.6,7.9,6.8,6.6,0.7
14,228,5.8,6.7,4,3.38,195,1016.1,8.1,6.9,6.7,0.64
15,215,6.3,7.2,4,3.34,188,1015.9,8.3,6.9,6.7,0.6
16,194,6,6.8,3.7,3.15,179,1015.7,8.7,7,6.8,0.47
17,179,5.9,7,3.33,3.06,187,1015.3,9.2,7,6.6,0.45
18,172,6.2,7.3,3.33,3.02,177,1014.5,9.4,7.1,6.8,0.42
19,171,6.1,7,3.23,2.94,161,1013.9,9.9,7.1,7,0.4
20,171,5.8,6.3,3.45,3.08,160,1013.6,10.3,7.1,7.1,0.44
21,153,4.3,4.8,3.33,3.06,157,1013.1,10.1,7.1,7.3,0.39
22,132,4,4.6,3.13,2.96,159,1012.4,10.2,7.1,7.4,0.3
23,184,5.3,5.8,3.03,2.92,152,1012.1,10.8,7.1,7.1,0.26
2,208,4.5,5.1,3.03,2.76,180,1012.4,9.9,7.1,8.4,0.3
3,232,6.6,7.4,2.86,2.74,189,1012.1,10.6,7.1,9.2,0.31
4,223,5.4,6.2,3.33,2.93,182,1011.6,10.1,7.1,8.9,0.37
5,224,5.1,5.7,3.45,3.03,185,1011.4,9.8,7,8.9,0.39
6,233,4.3,4.8,4,3.45,175,1011,9.9,7,9.1,0.53
7,198,4.2,4.9,4.17,3.53,171,1010.5,9.4,7,9,0.43
8,179,4.7,5.2,4.17,3.44,160,1009.9,8.9,7,8.6,0.4
9,192,4.2,4.6,4,3.24,169,1009.8,9.1,7,8.8,0.31
10,205,3.8,4.2,3.85,3.24,160,1009.6,9.5,7,9,0.31
11,159,2.8,3.1,3.85,3.04,159,1009.7,8.8,7,8.5,0.29
10,3,6.4,7.1,2.74,2.67,358,1002.9,8.6,7.1,8.6,0.33
11,8,6.7,7.9,2.94,2.91,352,1002.8,9,7.1,9,0.37
12,12,7.5,8.4,3.23,2.97,4,1002.4,9,7.1,9,0.46
13,12,6.2,7.4,3.23,3.12,11,1002.8,9,7.1,8.6,0.49
14,15,7.7,9,3.7,3.22,10,1002.1,8.9,7.2,8.2,0.51
15,15,8.6,9.8,3.7,3.32,10,1001.4,8.9,7.2,8.5,0.64
16,18,8.8,10.3,3.85,3.49,11,1001.3,9.5,7.2,8.5,0.73
17,19,8.6,9.8,4.35,3.6,13,1000.9,9.5,7.2,8.7,0.85
18,14,8.6,10.3,4.35,3.85,21,1000.6,9.4,7.2,8.9,0.99
19,13,9.7,11.2,5,4.08,19,1000.2,9.1,7.2,8.8,1.21
20,10,9,10.9,5,4.17,10,1000.2,8.6,7.2,8.3,1.23
21,13,8.6,9.7,5,4.18,18,1000.1,8.9,7.2,8.6,1.24
22,10,9.1,11.7,5.26,4.23,21,1000.4,8.6,7.2,8.4,1.21
23,17,7.5,9.2,5.26,4.21,12,1000.9,8.5,7.2,8.3,1.22
0,15,5.1,7.4,5.26,4.36,347,1001.3,9.7,7.2,9.5,1.17
1,5,5.5,6.1,5.26,4.53,15,1001,8.7,7.2,8.5,1.17
2,356,5.6,6.8,5.56,4.64,9,1001.1,8.7,7.2,8.7,1.2
3,352,7.4,9,5.56,4.48,13,1000.7,7.9,7.2,7.8,1.06
4,359,6.4,7.3,5.56,4.44,13,1000.8,7.7,7.2,7.6,1.03
5,360,5.3,6.1,5.56,4.51,15,1000.7,8.6,7.2,8.2,1.03
6,4,6.3,7.2,5.56,4.17,3,1000.3,8.2,7.2,7.9,0.89
7,6,6.5,7.1,5.56,4.11,11,1000.1,8.4,7.2,8.1,0.86
8,359,6.1,7.2,5.56,4.1,5,1000.1,8,7.2,7.9,0.87
9,357,7.4,9.4,5.26,3.98,15,1000.5,7.7,7.2,7.7,0.84
10,7,7.3,8.4,5.56,4.01,10,1000.9,8,7.2,8,0.94
11,359,7.2,8.6,4.55,3.88,9,1001.2,7.9,7.2,7.8,0.91
12,357,6.7,8,5.26,3.94,18,1001.4,7.8,7.2,7.7,0.94
13,356,7.5,8.6,5,3.96,13,1001.8,8,7.2,7.9,0.85
14,355,7.1,8.2,4.76,3.92,20,1002.5,8,7.2,7.8,0.87
15,352,6,7.1,5.26,3.94,22,1002.4,7.9,7.2,7.6,0.85
16,358,6.4,7.2,4.76,3.98,18,1002.6,8,7.3,7.7,0.85
17,351,6.3,7.5,5,3.76,19,1002.8,7.9,7.3,7.6,0.82
18,352,6.8,8,5,3.81,16,1003,7.7,7.3,7.5,0.76
19,344,6.5,7.4,5.26,3.82,12,1003.4,7.8,7.4,7.5,0.82
20,350,7,7.9,4.76,3.75,15,1003.4,7.9,7.4,7.6,0.79
21,354,6.6,7.7,4.76,3.75,19,1003.6,8.5,7.4,8.1,0.8
22,351,5.7,6.6,5,3.77,19,1004,8.8,7.5,8.3,0.8
23,349,4.4,5.1,4.55,3.89,16,1004.4,9.1,7.5,8.4,0.76
0,336,5,5.7,4.55,3.89,30,1005.1,8.6,7.5,8.4,0.71
1,343,6.4,7.3,5,3.68,29,1005.6,9.2,7.5,9,0.69
2,329,5,5.6,4.76,3.8,28,1006.7,8.6,7.5,8.5,0.74
3,334,5.7,6.7,5,3.89,41,1007.3,8.8,7.5,8.6,0.73
4,350,4.6,5.2,4.76,3.86,26,1007.7,8.8,7.4,8.6,0.68
5,346,4.9,5.5,4.76,3.84,33,1008.1,8.7,7.4,8.7,0.61
6,343,4.2,4.7,4.76,3.7,31,1008.2,8.6,7.4,8.6,0.57
7,334,3.8,4.4,5,3.73,40,1008.8,8.2,7.4,8.2,0.53
8,339,3.7,4.2,5,3.72,34,1009.7,8.1,7.4,8.1,0.46
9,340,3.6,4.1,5,3.73,34,1010.2,7.9,7.4,7.9,0.45
10,358,3.1,3.9,4.76,3.63,28,1010.7,7.8,7.4,7.8,0.39
11,348,3,3.4,4.17,3.53,24,1011.8,7.3,7.4,7.3,0.38
12,20,3.9,4.5,4.35,3.45,26,1011.5,7.5,7.4,7.5,0.33
13,33,3.9,4.6,4,3.41,12,1011.5,7.4,7.5,7.4,0.33
14,181,1.4,3.2,4.17,3.43,353,1012.3,8,7.7,7.8,0.3
15,157,2.2,2.8,4,3.43,328,1012.2,8.2,8,8.2,0.28
16,155,0.8,1.1,3.23,3.34,328,1011.7,8.6,8.3,8.6,0.25
13,260,5.8,6.4,2.86,2.67,210,1007.8,11.2,8,8.7,0.26
14,256,4.7,5.4,2.86,2.69,200,1008.4,11.1,8.1,8.6,0.26
19,306,3.8,4.4,2.86,2.84,220,1010,13,8.9,7.8,0.26
20,292,4.4,4.9,4.17,3.45,281,1009.8,13.3,8.8,7.9,0.51
21,270,2.1,2.6,4,3.61,271,1010.2,12.6,9.1,8.1,0.61
22,263,4,4.4,4.17,3.61,243,1010.2,12.8,9.2,8,0.56
23,259,3.7,4.1,4.35,3.62,234,1010.3,12.9,9.2,8,0.53
0,259,3.6,4.1,4,3.54,233,1010.5,12.2,9.1,8.3,0.48
1,312,3,3.6,4,3.39,258,1011.3,11.6,9.1,8.6,0.4
2,242,1.6,1.7,3.85,3.5,249,1011.6,11.2,9.1,8.7,0.42
3,326,5.5,6.2,3.7,3.35,281,1011.5,12.3,9,8.4,0.41
4,251,3.7,4.2,3.57,3.18,295,1011.8,10.7,9,8.6,0.4
7,344,5.2,6.1,3.03,2.86,251,1011.2,15.3,11,12.6,0.32
8,313,6.6,8.8,3.13,2.78,249,1010.8,17.9,10.9,15.7,0.25
9,271,8.4,11.6,3.13,2.72,215,1010,17.8,11,13.8,0.27
10,219,7.6,9.4,3.03,2.74,209,1009.9,15.1,10.9,13.5,0.36
11,235,4.5,6.2,3.85,3.26,241,1010.1,13.8,10.8,12.7,0.54
12,247,5.5,6.4,3.85,3.33,253,1010.3,14.2,10.9,13,0.49
13,219,6.1,7.5,3.85,3.13,241,1010.5,13.9,10.9,12.5,0.43
14,218,5.4,6.1,2.94,3.03,186,1010.2,13.8,11,12.4,0.44
15,237,4.4,5.1,3.33,2.91,164,1009.8,14,11.1,12.7,0.36
16,224,4.3,4.6,3.03,2.88,176,1009.5,14.2,11.2,13,0.33
17,204,3.9,4.3,2.74,2.76,161,1009,14.2,11.3,13.1,0.26
13,14,7.4,8.7,2.74,2.66,22,1010.5,12,11.3,11.6,0.36
14,9,6.8,7.7,3.13,3,14,1011.1,12.2,11.2,12,0.53
15,8,8.8,10.5,3.57,3.32,10,1011.4,11.6,11.3,11.1,0.69
16,4,9.2,10.8,4,3.79,5,1011.9,10.8,11.3,10.8,0.96
17,4,8.3,10.1,4.55,3.96,5,1012,11.2,11.2,10.7,1.08
18,2,9,10.3,5.26,4.18,359,1012,11.5,11.2,10.8,1.2
19,5,9,10.6,5.56,4.24,1,1012.3,11.2,11,10.5,1.23
20,4,7.8,9.2,5.88,4.49,4,1012.5,11.4,10.9,10.5,1.35
21,7,7.9,9.3,5.88,4.34,6,1012.5,11.5,11,10.4,1.24
22,5,6.9,8.1,5,4.35,14,1012.6,11.7,10.9,10.4,1.13
23,358,6.7,7.9,5.56,4.37,18,1012.8,12,10.9,9.8,1.14
0,1,8.9,10.6,5.56,4.03,21,1012.8,12.7,10.9,9.7,0.99
1,7,8.1,9.7,5.26,4.1,17,1013.4,12.9,10.8,8.7,0.95
2,3,8.5,10.4,5.26,4.06,28,1013.7,12.3,10.7,8.4,0.95
3,9,7,8.5,5,4.36,26,1014.4,12.1,10.7,8.9,1.23
4,28,7,7.9,5.26,4.18,21,1015,12,10.7,10.1,1.07
5,27,5.2,6,5.56,4.31,23,1015.5,11.7,10.7,10.5,1.04
6,13,3.5,3.9,5.26,4.38,28,1015.5,11.4,10.7,10.7,0.95
7,357,3.3,3.8,5.26,4.24,30,1015.9,11,10.7,10.4,0.83
8,343,3.7,4.4,5,4.08,30,1015.8,10.7,10.7,10.3,0.69
9,350,4,4.5,4.55,3.96,20,1016.1,11,10.6,10.2,0.64
10,351,6.1,7.3,4.76,3.84,28,1016.6,10.9,10.6,9.4,0.61
11,349,5.2,6,4.55,3.61,30,1017.2,10.7,10.6,8.8,0.62
12,352,5,6,4.55,3.4,24,1017.8,10.8,10.6,8.9,0.53
13,355,4.7,5.6,3.7,3.29,27,1017.9,10.8,10.6,9.2,0.48
14,2,6.1,7.5,3.57,3.27,13,1017.9,10.9,10.6,9.2,0.53
15,3,5.9,7,3.7,3.33,19,1017.9,10.9,10.7,9.4,0.56
16,4,6,7.4,4,3.34,18,1017.8,11.1,10.8,9.2,0.59
17,1,7.4,8.6,3.85,3.38,18,1017.3,11.4,10.9,9.1,0.62
18,351,7.6,9,3.85,3.46,10,1017,11.5,11,9.2,0.68
19,356,8.5,9.7,4.17,3.5,29,1016.7,11.9,10.9,9.3,0.75
20,360,8.5,9.7,4.17,3.63,28,1016.2,12.9,11,9.3,0.84
21,2,9.1,10.3,4.55,3.8,30,1016,12.9,11,9.2,0.92
22,358,8.2,9.7,4.55,3.65,32,1016.2,13.1,10.9,9.3,0.89
23,358,7.2,8.3,4.76,3.93,38,1016.3,13,10.9,9.1,0.99
0,3,7.7,8.9,5,4.02,37,1016.4,13.2,10.9,8.8,0.97
1,8,7.6,9,5.26,4.04,39,1016.6,13.2,10.9,8.9,1.02
2,27,7.2,8.4,5.26,4.01,24,1017.6,12.8,10.8,9.8,0.91
3,33,4.4,5.1,4.76,4,18,1018.4,12.4,10.9,10.8,0.81
4,43,3.6,4,4.76,4.17,12,1018.9,12.9,10.9,11.2,0.78
5,54,2.9,3.3,5.26,4.02,12,1019.3,13,10.9,11.3,0.67
6,45,2.3,2.7,4.76,3.97,9,1019.3,12.6,10.8,11,0.62
7,42,2.4,2.6,5,3.71,20,1019.5,12.3,10.8,11.1,0.49
8,31,2.6,2.9,4.17,3.62,16,1019.6,12.4,10.8,10.9,0.45
9,37,1.9,2.1,4.76,3.68,19,1020,12,10.8,11,0.42
10,28,2.1,2.3,4.55,3.66,26,1020.4,12.2,10.8,10.7,0.39
11,10,2.3,2.8,4.35,3.61,30,1021.1,11.8,10.8,10.5,0.35
12,16,2.4,2.8,4,3.56,23,1021.5,11.9,10.8,10.5,0.33
13,8,3.8,4.2,4.35,3.67,34,1021.8,12,11,10.3,0.3
14,15,2.6,3.1,4.17,3.62,23,1021.6,11.8,11.2,10.4,0.26
14,288,3.7,4,2.86,2.75,177,1008.5,14.5,12.5,12.2,0.26
12,217,5.7,6.4,2.86,2.74,175,1010.9,15.3,12.7,13,0.29
13,208,5.5,6.2,2.94,2.84,163,1011.1,15.1,12.7,12.9,0.35
14,196,6.4,7,3.23,2.95,153,1011,15.2,12.7,12.9,0.38
15,182,7,8,3.45,3.12,139,1010.9,15.4,12.7,13,0.48
16,173,6.7,7.5,3.7,3.33,142,1010.7,15.6,12.7,13.2,0.56
17,169,7.1,7.8,3.7,3.25,149,1010.2,16.1,12.8,13.3,0.55
18,161,7.5,8.4,4,3.25,135,1009.4,16.9,12.9,13.2,0.57
19,164,8,8.9,3.85,3.2,138,1008.7,17.1,13,12.9,0.59
20,170,7.4,8.3,3.45,3.23,145,1008.2,17.2,13.1,12.6,0.63
21,177,8.3,9.2,3.7,3.19,140,1007.5,17.7,13.1,12.2,0.6
22,178,7.5,8.4,3.57,3.31,142,1007.4,17.3,13,12.2,0.67
23,198,7.4,8.6,4,3.33,158,1007.2,17.5,12.8,11.7,0.71
0,190,8,9.4,4,3.38,157,1007.2,17.4,12.5,11.5,0.74
1,203,8.5,9.7,4,3.47,153,1007.4,17.7,12.4,11.7,0.74
2,209,8.9,10.2,4.17,3.53,164,1008.2,18.1,12.3,11.7,0.85
3,214,8,9,4.55,3.74,163,1009.4,17.5,12.2,12.1,0.89
4,206,7.8,8.6,4.55,3.87,161,1009.7,16.8,12.1,12.2,0.99
5,209,7.8,8.6,5,3.96,155,1010.3,16.7,12.1,12.4,0.92
6,202,6.9,7.7,4.76,3.96,154,1010.9,15.8,12,12.5,0.86
7,196,6.7,7.4,4.55,3.77,158,1011.2,15.8,11.9,12.7,0.78
9,191,6.9,7.6,4.17,3.58,158,1011.6,15,11.8,12.7,0.73
10,201,6.9,7.6,4.55,3.61,157,1012.1,15.3,11.8,12.8,0.72
11,193,7.2,7.9,4.35,3.45,156,1012.7,15.1,11.9,13,0.68
12,187,7.1,7.8,4.17,3.51,161,1012.9,14.9,11.9,13.1,0.7
13,197,7.3,8.3,4.17,3.54,155,1013.3,15.2,12,13.2,0.76
14,197,6.2,7.1,4.35,3.64,152,1014,15.2,12.1,13.3,0.68
15,193,6.4,7,4.55,3.52,147,1014.1,15.3,12.2,13.4,0.6
16,182,5.7,6.3,4.35,3.5,151,1014.3,15.3,12.3,13.5,0.61
17,162,5.5,6.2,4,3.31,149,1013.8,15.6,12.3,13.8,0.49
18,171,6.3,6.8,4.17,3.24,144,1013.8,16.1,12.4,13.9,0.48
19,167,5.7,6,3.7,3.32,146,1013.6,16.9,12.5,14.1,0.48
20,146,5.9,6.6,3.85,3.12,151,1013.1,17.2,12.6,14.1,0.41
21,172,7.2,8.3,3.57,3.1,152,1012.2,18.6,12.8,14.3,0.35
22,138,5.1,5.5,3.23,3.07,150,1012.2,17.8,12.8,13.9,0.43
23,147,6.1,6.6,3.57,3.01,154,1011.5,17.9,12.9,13.1,0.32
0,168,6.6,7.3,3.23,2.86,152,1010.9,18.3,12.8,12.8,0.38
1,172,8,9.2,3.33,2.98,154,1010,18.2,12.8,13,0.41
2,178,8,8.8,3.45,3.14,154,1010.6,18.1,12.7,13.3,0.55
3,188,5.4,6.1,3.7,3.27,158,1013,17,12.7,13.4,0.58
